portfolio_id,ticker,sector,investment_horizon,shares_held,current_price,cost_basis_per_share,total_position_cost,position_dollars,total_portfolio_value,weight,stock_beta,target_beta,actual_beta,stock_sharpe,portfolio_sharpe,weekly_return,weekly_dollar_change,monthly_return,monthly_dollar_change,ytd_return,ytd_dollar_change,one_year_return,one_year_dollar_change,portfolio_inception
1974,DHR,Healthcare,Medium Term,14.7385,$528.61,$746.60,"$11,003.76","$7,790.94","$56,573.75",13.77%,0.83,1.40,1.05,-0.89,-0.64,-0.08%,$-8.74,-0.34%,$-37.45,-4.14%,$-455.69,-74.69%,"$-8,218.63",2007-04-03
1974,TMO,Healthcare,Medium Term,21.2266,$333.67,$272.06,"$5,774.91","$7,082.68","$56,573.75",12.52%,0.70,1.40,1.05,-1.12,-0.64,0.07%,$3.76,0.28%,$16.13,3.40%,$196.22,61.28%,"$3,538.90",2007-04-03
1974,AMZN,Consumer Cyclical,Medium Term,4.1594,$489.95,$532.09,"$2,213.18","$2,037.90","$56,573.75",3.60%,1.31,1.40,1.05,-0.04,-0.64,-0.07%,$-1.54,-0.30%,$-6.59,-3.62%,$-80.18,-65.34%,"$-1,446.14",2007-04-03
1974,SEE,Consumer Cyclical,Medium Term,10.7946,$169.02,$138.06,"$1,490.30","$1,824.51","$56,573.75",3.23%,1.11,1.40,1.05,-0.74,-0.64,-0.09%,$-1.29,-0.37%,$-5.52,-4.51%,$-67.14,-81.25%,"$-1,210.94",2007-04-03
1975,VEA,Developed Markets ETF,Long Term,2062.0403,$19.13,$10.38,"$21,403.98","$39,446.83","$445,268.34",8.86%,0.71,0.79,0.84,-0.16,0.05,0.47%,$101.28,2.03%,$434.04,24.67%,"$5,280.84",375.63%,"$80,398.95",2010-01-23
1975,VOO,S&P 500 Index ETF,Long Term,3201.5549,$11.93,$10.77,"$34,480.75","$38,194.55","$445,268.34",8.58%,0.95,0.79,0.84,0.03,0.05,5.62%,"$1,936.18",24.07%,"$8,297.92",292.80%,"$100,957.97",4457.71%,"$1,537,050.50",2010-01-23
1975,IVV,S&P 500 Index ETF,Long Term,104.9523,$360.94,$495.70,"$52,024.86","$37,881.48","$445,268.34",8.51%,0.97,0.79,0.84,0.03,0.05,0.01%,$5.44,0.04%,$23.33,0.55%,$283.81,8.31%,"$4,320.89",2010-01-23
1975,SPY,S&P 500 Index ETF,Long Term,124.673,$300.08,$382.55,"$47,693.66","$37,411.87","$445,268.34",8.40%,1.00,0.79,0.84,0.04,0.05,0.05%,$23.89,0.21%,$102.41,2.61%,"$1,245.94",39.77%,"$18,969.00",2010-01-23
1975,EOG,Energy,Long Term,417.1831,$44.83,$57.81,"$24,117.36","$18,702.32","$445,268.34",4.20%,0.77,0.79,0.84,-0.82,0.05,0.11%,$26.81,0.48%,$114.92,5.80%,"$1,398.18",88.26%,"$21,286.77",2010-01-23
1975,HES,Energy,Long Term,18.8476,$982.27,$1012.90,"$19,090.73","$18,513.41","$445,268.34",4.16%,0.83,0.79,0.84,-0.71,0.05,-0.11%,$-20.98,-0.47%,$-89.92,-5.73%,"$-1,094.03",-87.25%,"$-16,656.19",2010-01-23
1975,COP,Energy,Long Term,108.2592,$167.52,$108.59,"$11,755.87","$18,135.58","$445,268.34",4.07%,0.87,0.79,0.84,-1.35,0.05,-0.03%,$-3.07,-0.11%,$-13.14,-1.36%,$-159.92,-20.71%,"$-2,434.75",2010-01-23
1975,SCHW,Financial Services,Long Term,381.0508,$612.51,$856.22,"$326,263.32","$233,397.45","$445,268.34",52.42%,0.81,0.79,0.84,0.31,0.05,-0.11%,$-373.95,-0.49%,"$-1,602.66",-5.98%,"$-19,498.98",-90.99%,"$-296,865.25",2010-01-23
1975,TGT,Consumer Defensive,Long Term,4.3906,$426.36,$418.42,"$1,837.11","$1,871.99","$445,268.34",0.42%,0.79,0.79,0.84,-1.44,0.05,-0.10%,$-1.80,-0.42%,$-7.72,-5.11%,$-93.94,-77.85%,"$-1,430.19",2010-01-23
1975,COST,Consumer Defensive,Long Term,1.8329,$934.50,$952.83,"$1,746.44","$1,712.87","$445,268.34",0.38%,0.62,0.79,0.84,1.20,0.05,0.00%,$0.03,0.01%,$0.12,0.09%,$1.52,1.32%,$23.12,2010-01-23
1976,SPY,S&P 500 Index ETF,Medium Term,6.3583,$300.08,$382.55,"$2,432.37","$1,907.99","$16,700.33",11.42%,1.00,1.23,1.05,0.04,-1.37,0.05%,$1.22,0.21%,$5.22,2.61%,$63.54,39.77%,$967.42,2010-01-23
1976,IVV,S&P 500 Index ETF,Medium Term,5.222,$360.94,$495.70,"$2,588.55","$1,884.82","$16,700.33",11.29%,0.97,1.23,1.05,0.03,-1.37,0.01%,$0.27,0.04%,$1.16,0.55%,$14.12,8.31%,$214.99,2010-01-23
1976,DVN,Energy,Medium Term,3.7284,$619.95,$317.35,"$1,183.21","$2,311.41","$16,700.33",13.84%,1.24,1.23,1.05,-1.60,-1.37,-0.11%,$-1.36,-0.49%,$-5.82,-5.98%,$-70.81,-91.11%,"$-1,077.99",2010-01-23
1976,HAL,Energy,Medium Term,2.3711,$974.83,$1292.28,"$3,064.13","$2,311.41","$16,700.33",13.84%,1.24,1.23,1.05,-1.71,-1.37,-0.12%,$-3.80,-0.53%,$-16.27,-6.46%,$-198.00,-98.38%,"$-3,014.41",2010-01-23
1976,CHTR,Communication Services,Medium Term,1.9515,$567.13,$488.28,$952.88,"$1,106.77","$16,700.33",6.63%,0.77,1.23,1.05,0.68,-1.37,-0.04%,$-0.38,-0.17%,$-1.61,-2.06%,$-19.59,-31.29%,$-298.19,2010-01-23
1976,CMCSA,Communication Services,Medium Term,40.3432,$24.94,$15.60,$629.35,"$1,006.16","$16,700.33",6.02%,0.63,1.23,1.05,-0.62,-1.37,0.15%,$0.92,0.63%,$3.96,7.66%,$48.23,116.67%,$734.25,2010-01-23
1976,ROKU,Communication Services,Medium Term,1.225,$780.29,$664.27,$813.73,$955.85,"$16,700.33",5.72%,1.90,1.23,1.05,0.18,-1.37,-0.11%,$-0.93,-0.49%,$-4.00,-5.98%,$-48.63,-90.99%,$-740.40,2010-01-23
1976,TMUS,Communication Services,Medium Term,0.8665,$912.31,$686.55,$594.90,$790.55,"$16,700.33",4.73%,0.33,1.23,1.05,2.03,-1.37,-0.08%,$-0.47,-0.34%,$-2.00,-4.09%,$-24.33,-62.26%,$-370.40,2010-01-23
1976,EL,Consumer Defensive,Medium Term,30.2961,$81.15,$87.62,"$2,654.54","$2,458.53","$16,700.33",14.72%,1.18,1.23,1.05,-1.73,-1.37,-0.05%,$-1.24,-0.20%,$-5.33,-2.44%,$-64.79,-37.16%,$-986.44,2010-01-23
1976,TGT,Consumer Defensive,Medium Term,4.6131,$426.36,$418.42,"$1,930.21","$1,966.83","$16,700.33",11.78%,0.79,1.23,1.05,-1.44,-1.37,-0.10%,$-1.89,-0.42%,$-8.11,-5.11%,$-98.70,-77.85%,"$-1,502.67",2010-01-23
1977,QQQ,Nasdaq-100 Index ETF,Long Term,51.121,$151.70,$82.29,"$4,206.75","$7,755.05","$45,705.85",16.97%,1.22,1.53,1.18,0.03,-1.13,0.69%,$29.11,2.97%,$124.75,36.08%,"$1,517.79",452.04%,"$19,015.99",2012-10-03
1977,SPY,S&P 500 Index ETF,Long Term,24.4272,$300.08,$382.55,"$9,344.63","$7,330.11","$45,705.85",16.04%,1.00,1.53,1.18,0.04,-1.13,0.06%,$5.69,0.26%,$24.38,3.17%,$296.65,39.77%,"$3,716.60",2012-10-03
1977,ALB,Basic Materials,Long Term,9.2926,$550.84,$574.62,"$5,339.71","$5,118.76","$45,705.85",11.20%,1.64,1.53,1.18,-1.23,-1.13,-0.14%,$-7.37,-0.59%,$-31.61,-7.20%,$-384.53,-90.22%,"$-4,817.75",2012-10-03
1977,CE,Basic Materials,Long Term,5.2437,$971.01,$1286.66,"$6,746.86","$5,091.68","$45,705.85",11.14%,1.41,1.53,1.18,-2.27,-1.13,-0.15%,$-10.02,-0.64%,$-42.96,-7.75%,$-522.66,-97.06%,"$-6,548.28",2012-10-03
1977,EMN,Basic Materials,Long Term,15.3107,$261.80,$188.03,"$2,878.87","$4,008.34","$45,705.85",8.77%,1.01,1.53,1.18,-0.84,-1.13,-0.09%,$-2.59,-0.39%,$-11.09,-4.69%,$-134.89,-58.70%,"$-1,690.00",2012-10-03
1977,EL,Consumer Defensive,Long Term,41.6999,$81.15,$87.62,"$3,653.75","$3,383.95","$45,705.85",7.40%,1.18,1.53,1.18,-1.73,-1.13,-0.06%,$-2.08,-0.24%,$-8.91,-2.97%,$-108.37,-37.16%,"$-1,357.75",2012-10-03
1977,PEG,Utilities,Long Term,8.1738,$164.36,$172.92,"$1,413.41","$1,343.45","$45,705.85",2.94%,0.51,1.53,1.18,0.89,-1.13,-0.08%,$-1.13,-0.34%,$-4.86,-4.19%,$-59.18,-52.46%,$-741.45,2012-10-03
1977,EIX,Utilities,Long Term,2.249,$572.96,$349.64,$786.34,"$1,288.61","$45,705.85",2.82%,0.47,1.53,1.18,-0.68,-1.13,-0.13%,$-1.01,-0.55%,$-4.33,-6.70%,$-52.67,-83.91%,$-659.83,2012-10-03
1977,NEE,Utilities,Long Term,1.2373,$830.96,$980.04,"$1,212.60","$1,028.15","$45,705.85",2.25%,0.28,1.53,1.18,0.10,-1.13,-0.14%,$-1.73,-0.61%,$-7.42,-7.45%,$-90.28,-93.28%,"$-1,131.10",2012-10-03
1977,ROKU,Communication Services,Long Term,3.5145,$780.29,$664.27,"$2,334.58","$2,742.35","$45,705.85",6.00%,1.90,1.53,1.18,0.18,-1.13,-0.14%,$-3.25,-0.60%,$-13.94,-7.26%,$-169.55,-90.99%,"$-2,124.20",2012-10-03
1977,CHTR,Communication Services,Long Term,3.6785,$567.13,$488.28,"$1,796.14","$2,086.21","$45,705.85",4.56%,0.77,1.53,1.18,0.68,-1.13,-0.05%,$-0.86,-0.21%,$-3.69,-2.50%,$-44.86,-31.29%,$-562.07,2012-10-03
1977,CMCSA,Communication Services,Long Term,74.2049,$24.94,$15.60,"$1,157.60","$1,850.67","$45,705.85",4.05%,0.63,1.53,1.18,-0.62,-1.13,0.18%,$2.07,0.77%,$8.86,9.31%,$107.79,116.67%,"$1,350.53",2012-10-03
1977,ORCL,Technology,Long Term,3.7159,$720.82,$694.80,"$2,581.81","$2,678.52","$45,705.85",5.86%,1.39,1.53,1.18,0.27,-1.13,-0.12%,$-3.20,-0.53%,$-13.72,-6.46%,$-166.89,-80.99%,"$-2,090.90",2012-10-03
1978,VOO,S&P 500 Index ETF,Short Term,326.1366,$11.93,$10.77,"$3,512.49","$3,890.81","$25,878.20",15.04%,0.95,0.81,0.86,0.03,-0.59,5.62%,$197.24,24.07%,$845.29,292.80%,"$10,284.41",4457.71%,"$156,576.55",2010-01-23
1978,IVV,S&P 500 Index ETF,Short Term,10.6986,$360.94,$495.70,"$5,303.30","$3,861.55","$25,878.20",14.92%,0.97,0.81,0.86,0.03,-0.59,0.01%,$0.55,0.04%,$2.38,0.55%,$28.93,8.31%,$440.46,2010-01-23
1978,SPY,S&P 500 Index ETF,Short Term,12.7222,$300.08,$382.55,"$4,866.88","$3,817.67","$25,878.20",14.75%,1.00,0.81,0.86,0.04,-0.59,0.05%,$2.44,0.21%,$10.45,2.61%,$127.14,39.77%,"$1,935.68",2010-01-23
1978,FMC,Basic Materials,Short Term,6.2419,$294.12,$393.03,"$2,453.25","$1,835.86","$25,878.20",7.09%,0.80,0.81,0.86,-0.75,-0.59,-0.11%,$-2.80,-0.49%,$-11.99,-5.95%,$-145.93,-90.56%,"$-2,221.77",2010-01-23
1978,MLM,Basic Materials,Short Term,172.4794,$10.43,$13.20,"$2,276.73","$1,798.96","$25,878.20",6.95%,0.76,0.81,0.86,-0.84,-0.59,4.59%,$104.61,19.69%,$448.32,239.58%,"$5,454.55",3647.50%,"$83,043.66",2010-01-23
1978,CSCO,Technology,Short Term,1.2775,$507.32,$460.87,$588.76,$648.09,"$25,878.20",2.50%,0.82,0.81,0.86,0.59,-0.59,-0.11%,$-0.65,-0.47%,$-2.78,-5.75%,$-33.84,-87.52%,$-515.27,2010-01-23
1978,MTCH,Technology,Short Term,0.8763,$732.18,$965.24,$845.84,$641.58,"$25,878.20",2.48%,0.84,0.81,0.86,-0.33,-0.59,-0.12%,$-1.03,-0.52%,$-4.43,-6.37%,$-53.91,-97.04%,$-820.80,2010-01-23
1978,PEG,Utilities,Short Term,6.1308,$164.36,$172.92,"$1,060.14","$1,007.66","$25,878.20",3.89%,0.51,0.81,0.86,0.89,-0.59,-0.07%,$-0.70,-0.28%,$-3.00,-3.45%,$-36.53,-52.46%,$-556.12,2010-01-23
1978,NKE,Consumer Cyclical,Short Term,0.741,$866.92,$1109.69,$822.28,$642.36,"$25,878.20",2.48%,0.83,0.81,0.86,-1.25,-0.59,-0.12%,$-0.99,-0.51%,$-4.22,-6.25%,$-51.37,-95.11%,$-782.08,2010-01-23
1978,OMC,Consumer Cyclical,Short Term,0.6874,$910.85,$1150.03,$790.53,$626.14,"$25,878.20",2.42%,0.74,0.81,0.86,-0.78,-0.59,-0.12%,$-0.93,-0.50%,$-3.99,-6.14%,$-48.51,-93.43%,$-738.56,2010-01-23
1978,IPG,Consumer Cyclical,Short Term,0.9548,$649.01,$507.06,$484.14,$619.65,"$25,878.20",2.39%,0.72,0.81,0.86,-0.92,-0.59,-0.12%,$-0.58,-0.51%,$-2.49,-6.25%,$-30.26,-95.16%,$-460.69,2010-01-23
1978,TGT,Consumer Defensive,Short Term,1.2583,$426.36,$418.42,$526.50,$536.49,"$25,878.20",2.07%,0.79,0.81,0.86,-1.44,-0.59,-0.10%,$-0.52,-0.42%,$-2.21,-5.11%,$-26.92,-77.85%,$-409.88,2010-01-23
1978,COST,Consumer Defensive,Short Term,0.5248,$934.50,$952.83,$500.05,$490.42,"$25,878.20",1.90%,0.62,0.81,0.86,1.20,-0.59,0.00%,$0.01,0.01%,$0.04,0.09%,$0.43,1.32%,$6.62,2010-01-23
1978,WMT,Consumer Defensive,Short Term,0.6011,$811.32,$1165.87,$700.80,$487.71,"$25,878.20",1.88%,0.61,0.81,0.86,1.73,-0.59,-0.12%,$-0.81,-0.50%,$-3.48,-6.05%,$-42.37,-92.05%,$-645.07,2010-01-23
1978,EL,Consumer Defensive,Short Term,5.4424,$81.15,$87.62,$476.86,$441.65,"$25,878.20",1.71%,1.18,0.81,0.86,-1.73,-0.59,-0.05%,$-0.22,-0.20%,$-0.96,-2.44%,$-11.64,-37.16%,$-177.20,2010-01-23
1978,HES,Energy,Short Term,2.3184,$982.27,$1012.90,"$2,348.31","$2,277.30","$25,878.20",8.80%,0.83,0.81,0.86,-0.71,-0.59,-0.11%,$-2.58,-0.47%,$-11.06,-5.73%,$-134.57,-87.25%,"$-2,048.84",2010-01-23
1978,EOG,Energy,Short Term,50.2855,$44.83,$57.81,"$2,907.00","$2,254.30","$25,878.20",8.71%,0.77,0.81,0.86,-0.82,-0.59,0.11%,$3.23,0.48%,$13.85,5.80%,$168.53,88.26%,"$2,565.82",2010-01-23
1979,QQQ,Nasdaq-100 Index ETF,Long Term,24.8331,$151.70,$82.29,"$2,043.52","$3,767.18","$23,949.45",15.73%,1.22,1.63,1.34,0.03,-0.18,0.48%,$9.82,2.06%,$42.10,25.06%,$512.18,452.04%,"$9,237.42",2007-04-03
1979,SPY,S&P 500 Index ETF,Long Term,11.8331,$300.08,$382.55,"$4,526.75","$3,550.88","$23,949.45",14.83%,1.00,1.63,1.34,0.04,-0.18,0.04%,$1.91,0.18%,$8.20,2.21%,$99.83,39.77%,"$1,800.41",2007-04-03
1979,AMZN,Consumer Cyclical,Long Term,2.2847,$489.95,$532.09,"$1,215.67","$1,119.40","$23,949.45",4.67%,1.31,1.63,1.34,-0.04,-0.18,-0.07%,$-0.84,-0.30%,$-3.62,-3.62%,$-44.04,-65.34%,$-794.34,2007-04-03
1979,SEE,Consumer Cyclical,Long Term,5.8345,$169.02,$138.06,$805.51,$986.14,"$23,949.45",4.12%,1.11,1.63,1.34,-0.74,-0.18,-0.09%,$-0.70,-0.37%,$-2.98,-4.51%,$-36.29,-81.25%,$-654.51,2007-04-03
1979,DFS,Financial Services,Long Term,4.1816,$69.31,$85.07,$355.73,$289.83,"$23,949.45",1.21%,1.45,1.63,1.34,0.68,-0.18,0.09%,$0.32,0.39%,$1.37,4.69%,$16.67,84.51%,$300.64,2007-04-03
1979,COF,Financial Services,Long Term,0.9561,$289.80,$352.75,$337.26,$277.09,"$23,949.45",1.16%,1.37,1.63,1.34,0.43,-0.18,-0.06%,$-0.20,-0.25%,$-0.84,-3.02%,$-10.18,-54.42%,$-183.55,2007-04-03
1979,GS,Financial Services,Long Term,0.3566,$754.66,$387.84,$138.30,$269.13,"$23,949.45",1.12%,1.32,1.63,1.34,0.71,-0.18,0.03%,$0.04,0.13%,$0.18,1.56%,$2.16,28.19%,$38.99,2007-04-03
1979,MS,Financial Services,Long Term,0.7602,$345.65,$452.85,$344.26,$262.76,"$23,949.45",1.10%,1.28,1.63,1.34,0.72,-0.18,-0.08%,$-0.28,-0.35%,$-1.19,-4.21%,$-14.50,-75.97%,$-261.54,2007-04-03
1979,ALB,Basic Materials,Long Term,2.089,$550.84,$574.62,"$1,200.38","$1,150.71","$23,949.45",4.80%,1.64,1.63,1.34,-1.23,-0.18,-0.10%,$-1.15,-0.41%,$-4.94,-5.00%,$-60.05,-90.22%,"$-1,083.04",2007-04-03
1979,ETN,Industrials,Long Term,9.0227,$429.68,$294.85,"$2,660.34","$3,876.88","$23,949.45",16.19%,1.45,1.63,1.34,-0.28,-0.18,-0.01%,$-0.17,-0.03%,$-0.75,-0.34%,$-9.09,-6.16%,$-163.94,2007-04-03
1979,PH,Industrials,Long Term,9.0713,$413.29,$305.58,"$2,772.01","$3,749.07","$23,949.45",15.65%,1.39,1.63,1.34,0.10,-0.18,0.09%,$2.51,0.39%,$10.75,4.72%,$130.83,85.12%,"$2,359.63",2007-04-03
1979,ROKU,Communication Services,Long Term,1.6813,$780.29,$664.27,"$1,116.84","$1,311.93","$23,949.45",5.48%,1.90,1.63,1.34,0.18,-0.18,-0.10%,$-1.08,-0.41%,$-4.63,-5.04%,$-56.34,-90.99%,"$-1,016.19",2007-04-03
1979,CHTR,Communication Services,Long Term,1.5244,$567.13,$488.28,$744.33,$864.51,"$23,949.45",3.61%,0.77,1.63,1.34,0.68,-0.18,-0.03%,$-0.25,-0.14%,$-1.06,-1.74%,$-12.91,-31.29%,$-232.93,2007-04-03
1979,QCOM,Technology,Long Term,0.9982,$852.81,$717.10,$715.81,$851.24,"$23,949.45",3.55%,1.71,1.63,1.34,-0.40,-0.18,-0.09%,$-0.61,-0.37%,$-2.63,-4.46%,$-31.96,-80.52%,$-576.40,2007-04-03
1979,INTC,Technology,Long Term,10.9914,$76.64,$50.98,$560.34,$842.38,"$23,949.45",3.52%,1.73,1.63,1.34,-0.81,-0.18,-0.07%,$-0.37,-0.28%,$-1.58,-3.43%,$-19.21,-61.82%,$-346.39,2007-04-03
1979,ORCL,Technology,Long Term,1.0825,$720.82,$694.80,$752.12,$780.31,"$23,949.45",3.26%,1.39,1.63,1.34,0.27,-0.18,-0.09%,$-0.65,-0.37%,$-2.78,-4.49%,$-33.77,-80.99%,$-609.11,2007-04-03
1980,SPY,S&P 500 Index ETF,Medium Term,8.2383,$300.08,$382.55,"$3,151.56","$2,472.16","$12,882.56",19.19%,1.00,0.99,0.87,0.04,-0.26,0.04%,$1.36,0.18%,$5.81,2.24%,$70.67,39.77%,"$1,253.46",2007-07-21
1980,IVV,S&P 500 Index ETF,Medium Term,6.8238,$360.94,$495.70,"$3,382.56","$2,462.97","$12,882.56",19.12%,0.97,0.99,0.87,0.03,-0.26,0.01%,$0.30,0.04%,$1.30,0.47%,$15.84,8.31%,$280.94,2007-07-21
1980,CHTR,Communication Services,Medium Term,1.3371,$567.13,$488.28,$652.88,$758.29,"$12,882.56",5.89%,0.77,0.99,0.87,0.68,-0.26,-0.03%,$-0.22,-0.15%,$-0.95,-1.76%,$-11.52,-31.29%,$-204.31,2007-07-21
1980,CMCSA,Communication Services,Medium Term,28.0132,$24.94,$15.60,$437.01,$698.65,"$12,882.56",5.42%,0.63,0.99,0.87,-0.62,-0.26,0.13%,$0.55,0.54%,$2.36,6.58%,$28.74,116.67%,$509.84,2007-07-21
1980,TMUS,Communication Services,Medium Term,0.6257,$912.31,$686.55,$429.57,$570.84,"$12,882.56",4.43%,0.33,0.99,0.87,2.03,-0.26,-0.07%,$-0.29,-0.29%,$-1.24,-3.51%,$-15.08,-62.26%,$-267.46,2007-07-21
1980,EMN,Basic Materials,Medium Term,1.8181,$261.80,$188.03,$341.86,$475.99,"$12,882.56",3.69%,1.01,0.99,0.87,-0.84,-0.26,-0.06%,$-0.22,-0.27%,$-0.93,-3.31%,$-11.31,-58.70%,$-200.68,2007-07-21
1980,FMC,Basic Materials,Medium Term,1.4794,$294.12,$393.03,$581.45,$435.12,"$12,882.56",3.38%,0.80,0.99,0.87,-0.75,-0.26,-0.10%,$-0.57,-0.42%,$-2.44,-5.11%,$-29.69,-90.56%,$-526.59,2007-07-21
1980,EL,Consumer Defensive,Medium Term,7.9571,$81.15,$87.62,$697.20,$645.72,"$12,882.56",5.01%,1.18,0.99,0.87,-1.73,-0.26,-0.04%,$-0.28,-0.17%,$-1.20,-2.10%,$-14.61,-37.16%,$-259.08,2007-07-21
1980,TGT,Consumer Defensive,Medium Term,1.5061,$426.36,$418.42,$630.18,$642.15,"$12,882.56",4.98%,0.79,0.99,0.87,-1.44,-0.26,-0.08%,$-0.53,-0.36%,$-2.27,-4.39%,$-27.66,-77.85%,$-490.60,2007-07-21
1980,COST,Consumer Defensive,Medium Term,0.6223,$934.50,$952.83,$592.95,$581.51,"$12,882.56",4.51%,0.62,0.99,0.87,1.20,-0.26,0.00%,$0.01,0.01%,$0.04,0.07%,$0.44,1.32%,$7.85,2007-07-21
1980,WMT,Consumer Defensive,Medium Term,0.7123,$811.32,$1165.87,$830.45,$577.94,"$12,882.56",4.49%,0.61,0.99,0.87,1.73,-0.26,-0.10%,$-0.83,-0.43%,$-3.54,-5.19%,$-43.10,-92.05%,$-764.40,2007-07-21
1980,BXP,Real Estate,Medium Term,6.3841,$103.48,$98.18,$626.79,$660.63,"$12,882.56",5.13%,0.94,0.99,0.87,-0.07,-0.26,-0.04%,$-0.26,-0.18%,$-1.12,-2.18%,$-13.68,-38.72%,$-242.69,2007-07-21
1980,SPG,Real Estate,Medium Term,1.0469,$614.85,$550.93,$576.77,$643.69,"$12,882.56",5.00%,0.89,0.99,0.87,-0.00,-0.26,-0.08%,$-0.46,-0.34%,$-1.96,-4.12%,$-23.79,-73.16%,$-421.98,2007-07-21
1980,PLD,Real Estate,Medium Term,0.7285,$874.32,$579.41,$422.10,$636.92,"$12,882.56",4.94%,0.87,0.99,0.87,-0.75,-0.26,-0.09%,$-0.38,-0.39%,$-1.63,-4.71%,$-19.87,-83.48%,$-352.36,2007-07-21
1980,DLR,Real Estate,Medium Term,33.0304,$18.77,$21.69,$716.43,$619.98,"$12,882.56",4.81%,0.82,0.99,0.87,0.04,-0.26,0.61%,$4.39,2.63%,$18.83,31.98%,$229.12,567.24%,"$4,063.90",2007-07-21
1981,QQQ,Nasdaq-100 Index ETF,Long Term,53.7334,$151.70,$82.29,"$4,421.72","$8,151.35","$60,936.36",13.38%,1.22,1.49,0.85,0.03,0.43,0.52%,$22.99,2.23%,$98.51,27.11%,"$1,198.54",452.04%,"$19,987.75",2008-08-11
1981,SPY,S&P 500 Index ETF,Long Term,25.7022,$300.08,$382.55,"$9,832.38","$7,712.71","$60,936.36",12.66%,1.00,1.49,0.85,0.04,0.43,0.05%,$4.50,0.20%,$19.27,2.38%,$234.49,39.77%,"$3,910.59",2008-08-11
1981,IVV,S&P 500 Index ETF,Long Term,21.0646,$360.94,$495.70,"$10,441.72","$7,603.05","$60,936.36",12.48%,0.97,1.49,0.85,0.03,0.43,0.01%,$1.00,0.04%,$4.27,0.50%,$52.00,8.31%,$867.23,2008-08-11
1981,DFS,Financial Services,Long Term,67.9162,$69.31,$85.07,"$5,777.63","$4,707.27","$60,936.36",7.72%,1.45,1.49,0.85,0.68,0.43,0.10%,$5.62,0.42%,$24.07,5.07%,$292.79,84.51%,"$4,882.84",2008-08-11
1981,DHR,Healthcare,Long Term,0.0293,$528.61,$746.60,$21.88,$15.50,"$60,936.36",0.03%,0.83,1.49,0.85,-0.89,0.43,-0.09%,$-0.02,-0.37%,$-0.08,-4.48%,$-0.98,-74.69%,$-16.34,2008-08-11
1981,TMO,Healthcare,Long Term,0.042,$333.67,$272.06,$11.43,$14.00,"$60,936.36",0.02%,0.70,1.49,0.85,-1.12,0.43,0.07%,$0.01,0.30%,$0.03,3.67%,$0.42,61.28%,$7.00,2008-08-11
1981,LLY,Healthcare,Long Term,0.2807,$49.44,$67.54,$18.96,$13.88,"$60,936.36",0.02%,0.69,1.49,0.85,-0.08,0.43,1.13%,$0.21,4.85%,$0.92,58.97%,$11.18,983.51%,$186.46,2008-08-11
1981,SYK,Healthcare,Long Term,0.0144,$956.03,$512.61,$7.38,$13.77,"$60,936.36",0.02%,0.68,1.49,0.85,-0.03,0.43,-0.04%,$-0.00,-0.16%,$-0.01,-1.90%,$-0.14,-31.72%,$-2.34,2008-08-11
1981,EL,Consumer Defensive,Long Term,18.3874,$81.15,$87.62,"$1,611.10","$1,492.14","$60,936.36",2.45%,1.18,1.49,0.85,-1.73,0.43,-0.04%,$-0.69,-0.18%,$-2.95,-2.23%,$-35.90,-37.16%,$-598.69,2008-08-11
1981,TGT,Consumer Defensive,Long Term,2.6921,$426.36,$418.42,"$1,126.43","$1,147.80","$60,936.36",1.88%,0.79,1.49,0.85,-1.44,0.43,-0.09%,$-1.01,-0.38%,$-4.32,-4.67%,$-52.58,-77.85%,$-876.92,2008-08-11
1981,ORCL,Technology,Long Term,0.7918,$720.82,$694.80,$550.14,$570.75,"$60,936.36",0.94%,1.39,1.49,0.85,0.27,0.43,-0.09%,$-0.51,-0.40%,$-2.20,-4.86%,$-26.72,-80.99%,$-445.54,2008-08-11
1981,TXN,Technology,Long Term,0.7226,$789.81,$729.49,$527.13,$570.75,"$60,936.36",0.94%,1.39,1.49,0.85,-0.31,0.43,-0.09%,$-0.48,-0.39%,$-2.07,-4.77%,$-25.17,-79.62%,$-419.70,2008-08-11
1981,NOW,Technology,Long Term,1.7076,$321.93,$246.82,$421.47,$549.72,"$60,936.36",0.90%,1.32,1.49,0.85,0.13,0.43,0.25%,$1.05,1.07%,$4.50,12.99%,$54.73,216.55%,$912.70,2008-08-11
1981,QCOM,Technology,Long Term,0.627,$852.81,$717.10,$449.62,$534.70,"$60,936.36",0.88%,1.71,1.49,0.85,-0.40,0.43,-0.09%,$-0.42,-0.40%,$-1.78,-4.83%,$-21.71,-80.52%,$-362.05,2008-08-11
1981,PEG,Utilities,Long Term,169.378,$164.36,$172.92,"$29,288.84","$27,838.97","$60,936.36",45.69%,0.51,1.49,0.85,0.89,0.43,-0.06%,$-17.67,-0.26%,$-75.72,-3.15%,$-921.30,-52.46%,"$-15,364.28",2008-08-11
1982,VOO,S&P 500 Index ETF,Medium Term,2918.3588,$11.93,$10.77,"$31,430.72","$34,816.02","$385,759.55",9.03%,0.95,0.88,0.91,0.03,-0.28,5.10%,"$1,602.55",21.85%,"$6,868.09",265.86%,"$83,561.71",4457.71%,"$1,401,089.47",2008-07-09
1982,IVV,S&P 500 Index ETF,Medium Term,95.7258,$360.94,$495.70,"$47,451.28","$34,551.26","$385,759.55",8.96%,0.97,0.88,0.91,0.03,-0.28,0.01%,$4.51,0.04%,$19.32,0.50%,$235.05,8.31%,"$3,941.03",2008-07-09
